phase,nt,idx,sigma,G1,G2,G3,M1,M2,M3,M4,M5,M6,nume_raw,deno_raw,C2_old,C3_old,nume_rlx,deno_rlx,abs_ratio,clamp,C1_pre_force,C1_final,SFS1,SFS2,SFS3,GdotSFS
beforeUJ_end,7,25,0.08308108703845592,3.5799937544436495e-5,5.768395126903226e-5,4.465056554127864e-5,1.058117685459802e-5,-2.339551630502041e-5,-3.353845506699503e-5,-0.26258993338866976,-1.0014788503464667,-0.5863140448892463,,,,,,,,,,,,,,
beforeUJ_end,7,26,0.08308119618720287,4.4402476082967414e-5,6.479622838199957e-5,5.440650625199453e-5,9.002122329861779e-6,-2.5455982209152844e-5,-3.917871771933439e-5,-0.2980860220974885,-0.9518755026231879,-0.6027459422263529,,,,,,,,,,,,,,
beforeUJ_end,7,27,0.08308137772415339,5.316930080825744e-5,6.878818104618143e-5,6.337496211878326e-5,6.210381071608608e-6,-2.6533582939665155e-5,-4.347928123203634e-5,-0.33447130257421515,-0.9003897802018547,-0.6197932071684755,,,,,,,,,,,,,,
beforeUJ_end,7,28,0.08308148492479274,4.846206016886037e-5,5.543118279926495e-5,5.6500388782125625e-5,2.0465824567646335e-6,-2.0407702229861994e-5,-3.713480594532435e-5,-0.37608772372725374,-0.8476749846463391,-0.6419898713234589,,,,,,,,,,,,,,
beforeUJ_end,7,29,0.0830815528535901,4.799291151023042e-5,4.806167663537659e-5,5.399295429756914e-5,-8.870037543863927e-7,-1.6895046212802092e-5,-3.45132964670405e-5,-0.42128994645885776,-0.7941296326233093,-0.6647352787596366,,,,,,,,,,,,,,
beforeUJ_end,7,30,0.08308176341355551,5.4560485516127796e-5,4.598130004501742e-5,5.771791822503492e-5,-3.848674010369538e-6,-1.6264817679728298e-5,-3.591234351897799e-5,-0.46690605759425247,-0.7390789073812921,-0.6847427918954466,,,,,,,,,,,,,,
dyn,8,1,0.08307873422348032,0.00013659309254755148,0.00058517979187535,0.001700415081519175,0.0006489537558985009,0.00012639595794248238,0.00014674624947408403,0.0,0.0,0.0,4.1090008707361024e-7,0.0,2.220446049250313e-16,2.220446049250313e-16,2.054500656302433e-9,2.2093438190040615e-16,9.299144110709626e6,2,1.0,1.0,0.2604604850840075,-1.2190949529041366,-0.12687758036289792,-0.000893557178828405
dyn,8,2,0.08307868681467064,5.84933939290932e-5,0.0002269782470171219,0.0006916950448755592,0.00027342366784886894,4.6597629824798775e-5,5.692249721443556e-5,0.0,0.0,0.0,6.574530650324198e-8,0.0,2.220446049250313e-16,2.220446049250313e-16,3.287267534505918e-10,2.2093438190040615e-16,1.4878931500972845e6,2,1.0,1.0,0.29153463312366956,-1.2614285512326944,-0.14907319303850494,-0.00037237718010537984
dyn,8,3,0.08307864838705585,4.0705184273630945e-5,0.0001462282251923711,0.0004533888887417126,0.00018186647800270107,2.843422828470982e-5,3.528090862213499e-5,0.0,0.0,0.0,2.7474096889498503e-8,0.0,2.220446049250313e-16,2.220446049250313e-16,1.3737070538187442e-10,2.2093438190040615e-16,621771.5151451576,2,1.0,1.0,0.2904568858261165,-1.293558405270107,-0.1570568344360323,-0.0002485394723584684
dyn,8,4,0.0830786352152947,3.245753916856043e-5,0.0001102134162571823,0.0003476701034528498,0.00014062140148379525,1.87971854298691e-5,2.6672306692823784e-5,0.0,0.0,0.0,1.586136302517574e-8,0.0,2.220446049250313e-16,2.220446049250313e-16,7.93070360602606e-11,2.2093438190040615e-16,358961.94778778707,2,1.0,1.0,0.284788357696541,-1.316329422431046,-0.1722527455756582,-0.00019572076316561027
dyn,8,5,0.08307862474569143,3.078923462238209e-5,9.838866332870106e-5,0.0003152849783721245,0.00012821028554034126,1.4617198961068126e-5,2.375221729408223e-5,0.0,0.0,0.0,1.283575740411081e-8,0.0,2.220446049250313e-16,2.220446049250313e-16,6.417900795493595e-11,2.2093438190040615e-16,290489.0013174449,2,1.0,1.0,0.2732640390199241,-1.334081094552774,-0.18860078988690354,-0.00018230786101435166
dyn,8,6,0.08307861229049339,2.797625950622046e-5,8.391573413153315e-5,0.00027322358429417685,0.00011156838958301342,1.0674475258726077e-5,2.0082884802606483e-5,0.0,0.0,0.0,9.475627994956952e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,4.7378360909166657e-11,2.2093438190040615e-16,214445.3955135154,2,1.0,1.0,0.2599257870337427,-1.3495307594682187,-0.20504458796543534,-0.00016199813040748538
dyn,8,7,0.08307860310485847,2.6323713667834764e-5,7.402819555294858e-5,0.00024507755611140005,0.00010025071615022789,7.765496022002983e-6,1.7621764545870264e-5,0.0,0.0,0.0,7.50993818690599e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,3.754991186891185e-11,2.2093438190040615e-16,169959.5669353029,2,1.0,1.0,0.24573143525141508,-1.3615288207426155,-0.22283023681515227,-0.00014893364771854752
dyn,8,8,0.08307859548313108,2.5322099751056813e-5,6.659475504755644e-5,0.0002243270345226017,9.175324436683704e-5,5.520059484082619e-6,1.5745608896424396e-5,0.0,0.0,0.0,6.204488093320087e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,3.1022661400982333e-11,2.2093438190040615e-16,140415.72495025638,2,1.0,1.0,0.22960920608410845,-1.3700293771628176,-0.24163383479955458,-0.00013962758516079972
dyn,8,9,0.08307858544451437,2.0924972258259777e-5,5.1324706859071545e-5,0.00017620381477830257,7.202485437651906e-5,3.1435979531402428e-6,1.1981829277973566e-5,0.0,0.0,0.0,3.76836723091297e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.8842057088946752e-11,2.2093438190040615e-16,85283.49877856704,2,1.0,1.0,0.21139621943386583,-1.3759036251262993,-0.26119910097656246,-0.00011221866820751989
dyn,8,10,0.08307857198144601,1.3069134990206435e-5,2.9918579155038875e-5,0.00010477843677983073,4.274905860461919e-5,1.1170469057539219e-6,6.876780274182874e-6,0.0,0.0,0.0,1.3087140052017066e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,6.543790960390433e-12,2.2093438190040615e-16,29618.708071160578,2,1.0,1.0,0.19285111630115975,-1.3800117945131523,-0.2800913323438011,-6.811512679564066e-5
dyn,8,11,0.08307855846969021,7.296279498015607e-6,1.5609546367159658e-5,5.575881839229749e-5,2.265293164656389e-5,1.7123916170866187e-7,3.535122797138809e-6,0.0,0.0,0.0,3.639741483482191e-10,0.0,2.220446049250313e-16,2.220446049250313e-16,1.820091676122996e-12,2.2093438190040615e-16,8238.154969213736,2,1.0,1.0,0.17194671502921305,-1.38046816220824,-0.2987744865653557,-3.695322283140802e-5
dyn,8,12,0.08307855031545511,4.666805001471457e-6,9.30416626237266e-6,3.397792611959366e-5,1.3709013235400626e-5,-1.5885680240814206e-7,2.0934003820082544e-6,0.0,0.0,0.0,1.3322777895444952e-10,0.0,2.220446049250313e-16,2.220446049250313e-16,6.66359829154148e-13,2.2093438190040615e-16,3016.098370123908,2,1.0,1.0,0.14896957220770754,-1.375629741933814,-0.320169952509891,-2.2982586881865897e-5
dyn,8,13,0.08307853904137383,3.7261608197283643e-6,6.903203325977655e-6,2.5788967159481226e-5,1.0318297181258335e-5,-3.056632741896988e-7,1.529810521567263e-6,0.0,0.0,0.0,7.556244281627077e-11,0.0,2.220446049250313e-16,2.220446049250313e-16,3.7803314846325423e-13,2.2093438190040615e-16,1711.0652729173942,2,1.0,1.0,0.12299542912995531,-1.3674011321119504,-0.3405248862541042,-1.7762932402704284e-5
dyn,8,14,0.08307874010467164,1.2515663596111146e-6,4.966546324104902e-6,1.645546321261565e-6,-3.1461982708710073e-6,1.8654749684707259e-6,2.233006695997156e-6,0.0,0.0,0.0,8.974802461175253e-12,0.0,2.2093438190040615e-16,2.2093438190040615e-16,4.509384201586717e-14,2.1982970999090413e-16,205.1307897268891,2,1.0,1.0,0.09605949433866895,-1.3573921282200632,-0.3586980179398077,-7.2115802570094186e-6
dyn,8,15,0.08307911759346025,5.048596309590443e-6,1.811202988162464e-5,6.5335790629754525e-6,-1.0788433927346406e-5,7.23483328191912e-6,8.197827523812358e-6,0.0,0.0,0.0,1.297418264808436e-10,0.0,2.220446049250313e-16,2.220446049250313e-16,6.489300667861184e-13,2.2093438190040615e-16,2937.207243183391,2,1.0,1.0,0.06946441256955362,-1.3413527252256683,-0.38179283802107483,-2.6438396557027904e-5
dyn,8,16,0.08307936203266286,1.656317920735698e-6,5.5357181767204855e-6,2.17775465678367e-6,-3.076051639972081e-6,2.248476469879698e-6,2.551479511061168e-6,0.0,0.0,0.0,1.28697834677645e-11,0.0,2.2093438190040615e-16,2.2093438190040615e-16,6.45687470488134e-14,2.1982970999090413e-16,293.72165869429136,2,1.0,1.0,0.03893391431742476,-1.3211979374711937,-0.405087343113684,-8.131473345366515e-6
dyn,8,17,0.08307951812595611,8.154290307041647e-6,2.5562883365154395e-5,1.078978442048354e-5,-1.3238183895098426e-5,1.0449790898291787e-5,1.2045168211505857e-5,0.0,0.0,0.0,2.8827612893641266e-10,0.0,2.220446049250313e-16,2.220446049250313e-16,1.4416015790639637e-12,2.2093438190040615e-16,6525.0214414966695,2,1.0,1.0,0.006359595385400181,-1.2985018430623545,-0.4273128898684619,-3.7752207138407637e-5
dyn,8,18,0.08307976982545816,1.421402059286641e-5,4.1143851627592606e-5,1.8702293303488245e-5,-1.9685769985808693e-5,1.7196846242017317e-5,1.9736441429454827e-5,0.0,0.0,0.0,7.944567248601682e-10,0.0,2.220446049250313e-16,2.220446049250313e-16,3.972504558682741e-12,2.2093438190040615e-16,17980.472412272553,2,1.0,1.0,-0.02484154978723077,-1.272474621529628,-0.4494047960620754,-6.111250563627374e-5
dyn,8,19,0.08308001054770238,1.6941847009597506e-5,4.539766702261411e-5,2.2233740164819445e-5,-1.9901515178596233e-5,1.922403926696344e-5,2.2217038055924894e-5,0.0,0.0,0.0,1.026437381545373e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,5.1324078421087655e-12,2.2093438190040615e-16,23230.462357019547,2,1.0,1.0,-0.0558318717575555,-1.2430625210634663,-0.4709598243228404,-6.78492318111695e-5
dyn,8,20,0.0830803144603469,2.5186684488292156e-5,6.154487312676744e-5,3.254781830235447e-5,-2.440706299535727e-5,2.6778539509524688e-5,3.0684851409379325e-5,0.0,0.0,0.0,2.025977568621142e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.013010877748761e-11,2.2093438190040615e-16,45851.21016634753,2,1.0,1.0,-0.08771119377012487,-1.210345815489696,-0.49263094881605046,-9.27337964295881e-5
dyn,8,21,0.08308054621338709,2.1849496680066105e-5,4.9163306578891665e-5,2.8091998709382452e-5,-1.7407333359100955e-5,2.1497701494061005e-5,2.5097913786708716e-5,0.0,0.0,0.0,1.3774623570242718e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,6.8875327195032594e-12,2.2093438190040615e-16,31174.562602067315,2,1.0,1.0,-0.12217443020667343,-1.1744892223089138,-0.5121263949963117,-7.479787754444394e-5
dyn,8,22,0.08308072128202322,2.7665077414709775e-5,5.7432852394351705e-5,3.526145492037784e-5,-1.7954404021413565e-5,2.5016757159737983e-5,3.0114174296013525e-5,0.0,0.0,0.0,1.9959375135258023e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,9.979908502010913e-12,2.2093438190040615e-16,45171.369056128635,2,1.0,1.0,-0.1565470081998724,-1.1357398193452724,-0.5309896013250133,-8.828312839404673e-5
dyn,8,23,0.08308090742609164,2.9878263009753947e-5,5.68762897807339e-5,3.777889818296647e-5,-1.5293713349569834e-5,2.4557564362589633e-5,3.071860264161445e-5,0.0,0.0,0.0,2.09400759310601e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.0470258899911952e-11,2.2093438190040615e-16,47390.80812071968,2,1.0,1.0,-0.19125767396347523,-1.093602952804797,-0.55061853755231,-8.871628720194901e-5
dyn,8,24,0.08308101573449045,2.9966976492995995e-5,5.256685096495902e-5,3.773367645437888e-5,-1.1853526596995754e-5,2.2041145780691278e-5,2.9381161806541932e-5,0.0,0.0,0.0,1.906342290343303e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,9.531932386098416e-12,2.2093438190040615e-16,43143.725771008634,2,1.0,1.0,-0.22675760301988937,-1.0487326698425548,-0.569361872737995,-8.340793040835704e-5
dyn,8,25,0.08308108703845592,3.5799937544436495e-5,5.768395126903226e-5,4.465056554127864e-5,-1.0544661632006631e-5,2.3311998865919384e-5,3.3442230019931436e-5,0.0,0.0,0.0,2.4530631286776487e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.2265536577770145e-11,2.2093438190040615e-16,55516.649207180715,2,1.0,1.0,-0.26258993338866976,-1.0014788503464667,-0.5863140448892463,-9.334921410456363e-5
dyn,8,26,0.08308119618720287,4.4402476082967414e-5,6.479622838199957e-5,5.440650625199453e-5,-8.97183660285013e-6,2.5362710811682347e-5,3.9064789034717626e-5,0.0,0.0,0.0,3.3603036860198097e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.6801739364480947e-11,2.2093438190040615e-16,76048.54989050512,2,1.0,1.0,-0.2980860220974885,-0.9518755026231879,-0.6027459422263529,-0.00010770700080015575
dyn,8,27,0.08308137772415339,5.316930080825744e-5,6.878818104618143e-5,6.337496211878326e-5,-6.190747379643996e-6,2.6433514667458817e-5,4.335091023560164e-5,0.0,0.0,0.0,4.223808423040938e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,2.1119263049586587e-11,2.2093438190040615e-16,95590.65849292224,2,1.0,1.0,-0.33447130257421515,-0.9003897802018547,-0.6197932071684755,-0.00011899915153673614
dyn,8,28,0.08308148492479274,4.846206016886037e-5,5.543118279926495e-5,5.6500388782125625e-5,-2.041866429839844e-6,2.0327369676806054e-5,3.702359645656663e-5,0.0,0.0,0.0,3.1103056904586032e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.5551749386674914e-11,2.2093438190040615e-16,70390.80677667185,2,1.0,1.0,-0.37608772372725374,-0.8476749846463391,-0.6419898713234589,-0.00010148629024829745
dyn,8,29,0.0830815528535901,4.799291151023042e-5,4.806167663537659e-5,5.399295429756914e-5,8.810949816073813e-7,1.6825239838808843e-5,3.440850250734153e-5,0.0,0.0,0.0,2.700625996496792e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.3503350916865861e-11,2.2093438190040615e-16,61119.28257030165,2,1.0,1.0,-0.42128994645885776,-0.7941296326233093,-0.6647352787596366,-9.427715425631251e-5
dyn,8,30,0.08308176341355551,5.4560485516127796e-5,4.598130004501742e-5,5.771791822503492e-5,3.831724716720958e-6,1.6194605035322595e-5,3.5801397999548234e-5,0.0,0.0,0.0,3.01103164047933e-9,0.0,2.220446049250313e-16,2.220446049250313e-16,1.505537913677855e-11,2.2093438190040615e-16,68144.12047268082,2,1.0,1.0,-0.46690605759425247,-0.7390789073812921,-0.6847427918954466,-9.898035865780986e-5
clip-fired,8,1,0.08307873422348032,0.00013659309254755148,0.00058517979187535,0.001700415081519175,,,,,,,,,,,,,,,0.0,0.2604604850840075,-1.2190949529041366,-0.12687758036289792,-0.000893557178828405
clip-fired,8,2,0.08307868681467064,5.84933939290932e-5,0.0002269782470171219,0.0006916950448755592,,,,,,,,,,,,,,,0.0,0.29153463312366956,-1.2614285512326944,-0.14907319303850494,-0.00037237718010537984
clip-fired,8,3,0.08307864838705585,4.0705184273630945e-5,0.0001462282251923711,0.0004533888887417126,,,,,,,,,,,,,,,0.0,0.2904568858261165,-1.293558405270107,-0.1570568344360323,-0.0002485394723584684
clip-fired,8,4,0.0830786352152947,3.245753916856043e-5,0.0001102134162571823,0.0003476701034528498,,,,,,,,,,,,,,,0.0,0.284788357696541,-1.316329422431046,-0.1722527455756582,-0.00019572076316561027
clip-fired,8,5,0.08307862474569143,3.078923462238209e-5,9.838866332870106e-5,0.0003152849783721245,,,,,,,,,,,,,,,0.0,0.2732640390199241,-1.334081094552774,-0.18860078988690354,-0.00018230786101435166
clip-fired,8,6,0.08307861229049339,2.797625950622046e-5,8.391573413153315e-5,0.00027322358429417685,,,,,,,,,,,,,,,0.0,0.2599257870337427,-1.3495307594682187,-0.20504458796543534,-0.00016199813040748538
clip-fired,8,7,0.08307860310485847,2.6323713667834764e-5,7.402819555294858e-5,0.00024507755611140005,,,,,,,,,,,,,,,0.0,0.24573143525141508,-1.3615288207426155,-0.22283023681515227,-0.00014893364771854752
clip-fired,8,8,0.08307859548313108,2.5322099751056813e-5,6.659475504755644e-5,0.0002243270345226017,,,,,,,,,,,,,,,0.0,0.22960920608410845,-1.3700293771628176,-0.24163383479955458,-0.00013962758516079972
clip-fired,8,9,0.08307858544451437,2.0924972258259777e-5,5.1324706859071545e-5,0.00017620381477830257,,,,,,,,,,,,,,,0.0,0.21139621943386583,-1.3759036251262993,-0.26119910097656246,-0.00011221866820751989
clip-fired,8,10,0.08307857198144601,1.3069134990206435e-5,2.9918579155038875e-5,0.00010477843677983073,,,,,,,,,,,,,,,0.0,0.19285111630115975,-1.3800117945131523,-0.2800913323438011,-6.811512679564066e-5
clip-fired,8,11,0.08307855846969021,7.296279498015607e-6,1.5609546367159658e-5,5.575881839229749e-5,,,,,,,,,,,,,,,0.0,0.17194671502921305,-1.38046816220824,-0.2987744865653557,-3.695322283140802e-5
clip-fired,8,12,0.08307855031545511,4.666805001471457e-6,9.30416626237266e-6,3.397792611959366e-5,,,,,,,,,,,,,,,0.0,0.14896957220770754,-1.375629741933814,-0.320169952509891,-2.2982586881865897e-5
clip-fired,8,13,0.08307853904137383,3.7261608197283643e-6,6.903203325977655e-6,2.5788967159481226e-5,,,,,,,,,,,,,,,0.0,0.12299542912995531,-1.3674011321119504,-0.3405248862541042,-1.7762932402704284e-5
clip-fired,8,14,0.08307874010467164,1.2515663596111146e-6,4.966546324104902e-6,1.645546321261565e-6,,,,,,,,,,,,,,,0.0,0.09605949433866895,-1.3573921282200632,-0.3586980179398077,-7.2115802570094186e-6
clip-fired,8,15,0.08307911759346025,5.048596309590443e-6,1.811202988162464e-5,6.5335790629754525e-6,,,,,,,,,,,,,,,0.0,0.06946441256955362,-1.3413527252256683,-0.38179283802107483,-2.6438396557027904e-5
clip-fired,8,16,0.08307936203266286,1.656317920735698e-6,5.5357181767204855e-6,2.17775465678367e-6,,,,,,,,,,,,,,,0.0,0.03893391431742476,-1.3211979374711937,-0.405087343113684,-8.131473345366515e-6
clip-fired,8,17,0.08307951812595611,8.154290307041647e-6,2.5562883365154395e-5,1.078978442048354e-5,,,,,,,,,,,,,,,0.0,0.006359595385400181,-1.2985018430623545,-0.4273128898684619,-3.7752207138407637e-5
clip-fired,8,18,0.08307976982545816,1.421402059286641e-5,4.1143851627592606e-5,1.8702293303488245e-5,,,,,,,,,,,,,,,0.0,-0.02484154978723077,-1.272474621529628,-0.4494047960620754,-6.111250563627374e-5
clip-fired,8,19,0.08308001054770238,1.6941847009597506e-5,4.539766702261411e-5,2.2233740164819445e-5,,,,,,,,,,,,,,,0.0,-0.0558318717575555,-1.2430625210634663,-0.4709598243228404,-6.78492318111695e-5
clip-fired,8,20,0.0830803144603469,2.5186684488292156e-5,6.154487312676744e-5,3.254781830235447e-5,,,,,,,,,,,,,,,0.0,-0.08771119377012487,-1.210345815489696,-0.49263094881605046,-9.27337964295881e-5
clip-fired,8,21,0.08308054621338709,2.1849496680066105e-5,4.9163306578891665e-5,2.8091998709382452e-5,,,,,,,,,,,,,,,0.0,-0.12217443020667343,-1.1744892223089138,-0.5121263949963117,-7.479787754444394e-5
clip-fired,8,22,0.08308072128202322,2.7665077414709775e-5,5.7432852394351705e-5,3.526145492037784e-5,,,,,,,,,,,,,,,0.0,-0.1565470081998724,-1.1357398193452724,-0.5309896013250133,-8.828312839404673e-5
clip-fired,8,23,0.08308090742609164,2.9878263009753947e-5,5.68762897807339e-5,3.777889818296647e-5,,,,,,,,,,,,,,,0.0,-0.19125767396347523,-1.093602952804797,-0.55061853755231,-8.871628720194901e-5
clip-fired,8,24,0.08308101573449045,2.9966976492995995e-5,5.256685096495902e-5,3.773367645437888e-5,,,,,,,,,,,,,,,0.0,-0.22675760301988937,-1.0487326698425548,-0.569361872737995,-8.340793040835704e-5
clip-fired,8,25,0.08308108703845592,3.5799937544436495e-5,5.768395126903226e-5,4.465056554127864e-5,,,,,,,,,,,,,,,0.0,-0.26258993338866976,-1.0014788503464667,-0.5863140448892463,-9.334921410456363e-5
clip-fired,8,26,0.08308119618720287,4.4402476082967414e-5,6.479622838199957e-5,5.440650625199453e-5,,,,,,,,,,,,,,,0.0,-0.2980860220974885,-0.9518755026231879,-0.6027459422263529,-0.00010770700080015575
clip-fired,8,27,0.08308137772415339,5.316930080825744e-5,6.878818104618143e-5,6.337496211878326e-5,,,,,,,,,,,,,,,0.0,-0.33447130257421515,-0.9003897802018547,-0.6197932071684755,-0.00011899915153673614
clip-fired,8,28,0.08308148492479274,4.846206016886037e-5,5.543118279926495e-5,5.6500388782125625e-5,,,,,,,,,,,,,,,0.0,-0.37608772372725374,-0.8476749846463391,-0.6419898713234589,-0.00010148629024829745
clip-fired,8,29,0.0830815528535901,4.799291151023042e-5,4.806167663537659e-5,5.399295429756914e-5,,,,,,,,,,,,,,,0.0,-0.42128994645885776,-0.7941296326233093,-0.6647352787596366,-9.427715425631251e-5
clip-fired,8,30,0.08308176341355551,5.4560485516127796e-5,4.598130004501742e-5,5.771791822503492e-5,,,,,,,,,,,,,,,0.0,-0.46690605759425247,-0.7390789073812921,-0.6847427918954466,-9.898035865780986e-5
beforeUJ_end,8,1,0.08307990592046471,0.0001839972913779309,0.0006647240261742386,0.0016663157321705649,-0.0006856034334410426,-0.0002119370426611199,-0.00023856598103887477,0.4210064263829272,-1.9365936535648665,-0.3025379368945564,,,,,,,,,,,,,,
beforeUJ_end,8,2,0.0830798300528928,7.80946285325812e-5,0.00025953180066676896,0.0006781576318843595,-0.0002883273743831834,-7.9313023600235e-5,-9.383076984190949e-5,0.4489555409878991,-2.008985659655254,-0.33471262728284745,,,,,,,,,,,,,,
beforeUJ_end,8,3,0.08307976311464786,5.3842350834519114e-5,0.00016744813865805604,0.0004445795240414603,-0.0001920563996458884,-4.890015358389743e-5,-5.887585743047069e-5,0.4457511834534295,-2.069305891285977,-0.3466786311872468,,,,,,,,,,,,,,
beforeUJ_end,8,4,0.08307973252519497,4.29727410284713e-5,0.00012629773453018916,0.0003409840730207167,-0.00014863352011617068,-3.399092243399894e-5,-4.4369250475195755e-5,0.43878414029897045,-2.1163137157034524,-0.3695368606145643,,,,,,,,,,,,,,
beforeUJ_end,8,5,0.08307970679768083,4.072032756114207e-5,0.00011277829854115605,0.00030927351390465027,-0.00013565800587000872,-2.7930399187381066e-5,-3.944209853508975e-5,0.42487858032042003,-2.1562075346054534,-0.39391891873833124,,,,,,,,,,,,,,
beforeUJ_end,8,6,0.08307967801353697,3.692744819289096e-5,9.62196966055229e-5,0.00026804767090516036,-0.00011817155618658253,-2.1792260836208424e-5,-3.334696232109362e-5,0.4081730493105634,-2.1926249397036606,-0.41811792758570676,,,,,,,,,,,,,,
beforeUJ_end,8,7,0.08307965486521107,3.4674751338746726e-5,8.491349549245186e-5,0.00024045816456325477,-0.00010625094753943585,-1.7348809244719057e-5,-2.9244405046140213e-5,0.3908204273760449,-2.223813705945347,-0.44426570207915755,,,,,,,,,,,,,,
beforeUJ_end,8,8,0.08307963443442466,3.32686553838058e-5,7.641681810197364e-5,0.00022011266742344532,-9.72877028793069e-5,-1.392557251094501e-5,-2.6136114265179633e-5,0.3709670633461227,-2.2495972793680448,-0.47174800142178425,,,,,,,,,,,,,,
beforeUJ_end,8,9,0.08307961002976394,2.7415337336265744e-5,5.893103966018168e-5,0.00017289798890030684,-7.640280576066411e-5,-9.457995426153615e-6,-1.992743574104196e-5,0.3473362882890966,-2.271055304921865,-0.4999465793397972,,,,,,,,,,,,,,
beforeUJ_end,8,10,0.08307958001271425,1.7089114067414438e-5,3.438219360982753e-5,0.0001028089850417135,-4.53599322225117e-5,-4.704608537895579e-6,-1.146250704066209e-5,0.3228503656519486,-2.2893471248079287,-0.5268828560621075,,,,,,,,,,,,,,
beforeUJ_end,8,11,0.0830795499032704,9.530246365536255e-6,1.7951948378286606e-5,5.470538351395126e-5,-2.404056211209732e-5,-1.998013665405074e-6,-5.8987594294757245e-6,0.29562821183013127,-2.3017337965516296,-0.5533856129537374,,,,,,,,,,,,,,
beforeUJ_end,8,12,0.08307952910284458,6.090993896372932e-6,1.0708835767297029e-5,3.333177485794207e-5,-1.4544540801197786e-5,-9.061495611754368e-7,-3.4919182219756027e-6,0.26620344558289477,-2.3056411480681938,-0.5840058466460634,,,,,,,,,,,,,,
beforeUJ_end,8,13,0.08307950389904886,4.856585683663976e-6,7.952938478920238e-6,2.5293080866163666e-5,-1.0943503172668594e-5,-4.659738541749035e-7,-2.5575702235192337e-6,0.23276573878992057,-2.303796030206449,-0.6128535335091175,,,,,,,,,,,,,,
beforeUJ_end,8,14,0.08308161512033067,1.444561078517801e-6,4.3829066294110475e-6,2.7640902788259507e-6,1.9125882121169995e-6,-1.9909635642743625e-6,-2.589082292081275e-6,0.19721711080234944,-2.298228436502844,-0.6380484347296558,,,,,,,,,,,,,,
beforeUJ_end,8,15,0.08308215343034378,5.7317559314964556e-6,1.589776901986517e-5,1.0515306387469095e-5,6.376382557435041e-6,-7.590738123962461e-6,-9.469531686078886e-6,0.1625636436111568,-2.2824845612895928,-0.6708992524648808,,,,,,,,,,,,,,
beforeUJ_end,8,16,0.0830824913547052,1.8699572368834888e-6,4.831675201899107e-6,3.3589604397356952e-6,1.759726241234145e-6,-2.3376792391076298e-6,-2.9281635581565905e-6,0.12389943799363548,-2.26013277243052,-0.7042757423515944,,,,,,,,,,,,,,
beforeUJ_end,8,17,0.08308271382955222,9.183580857450258e-6,2.219390963180036e-5,1.6103929419158248e-5,7.309438847779053e-6,-1.0801824487036004e-5,-1.3718089208979384e-5,0.0797398477546084,-2.2320653576601592,-0.7352785037991045,,,,,,,,,,,,,,
beforeUJ_end,8,18,0.08308305148545705,1.5902631255950535e-5,3.552136393995651e-5,2.701139226188996e-5,1.0413055627522205e-5,-1.761133425157955e-5,-2.233866934677049e-5,0.03846074271042422,-2.1977444564166144,-0.766359819622606,,,,,,,,,,,,,,
beforeUJ_end,8,19,0.0830833589654808,1.8865325751294943e-5,3.896504520292375e-5,3.110756116056474e-5,1.0005527970238069e-5,-1.9525162726953837e-5,-2.499090607306308e-5,-0.0014273769598627918,-2.157216124198069,-0.7969206079255751,,,,,,,,,,,,,,
beforeUJ_end,8,20,0.08308374155262604,2.782163006331195e-5,5.2495741233471986e-5,4.416730758833803e-5,1.1463937782841194e-5,-2.6912895714524605e-5,-3.431634275650513e-5,-0.04330909322866034,-2.1099946302887247,-0.8274834392816992,,,,,,,,,,,,,,
beforeUJ_end,8,21,0.08308401366942281,2.404522408905487e-5,4.1666347075230356e-5,3.699621160158864e-5,7.485006180064063e-6,-2.14501076300886e-5,-2.7881854881682066e-5,-0.08749763250738553,-2.0573223121946436,-0.8550731918304616,,,,,,,,,,,,,,
beforeUJ_end,8,22,0.08308420859563329,3.038955198493e-5,4.8344796025062025e-5,4.5228579041520103e-5,6.863857290657492e-6,-2.4824728033276902e-5,-3.3218774616317534e-5,-0.13269220366794768,-1.9982538888582326,-0.881400123426369,,,,,,,,,,,,,,
beforeUJ_end,8,23,0.08308440310666779,3.2764602659003925e-5,4.7510290766213106e-5,4.715067993410349e-5,4.844722328371927e-6,-2.423495966256377e-5,-3.365205782180299e-5,-0.17800516642762915,-1.9327650129836373,-0.9091984119389682,,,,,,,,,,,,,,
