solver,nps,AOA,CL,CD,t_build,t_solve,total_time
BackslashCoupled,15152,-2.3894139886577754,0.25314551522884426,0.008976870225209894,38.4055638,0.1111905,38.5167543
BackslashCoupled,15152,-0.536862003780719,0.3914120356323703,0.012928597409390275,39.1381965,0.1407581,39.2789546
BackslashCoupled,15152,8.672967863894144,1.0794388400810904,0.0703351267903739,40.8609564,0.1467139,41.0076703
BackslashCoupled,15152,10.472589792060482,1.2123927434286637,0.08896209743187554,39.4092182,0.1557571,39.5649753
BackslashCoupled,15152,16.400756143667294,1.6422799368688603,0.1669727013225991,39.1544708,0.1365953,39.2910661
BackslashIterative,15152,-9.58790170132325,-0.2814328988019083,0.01810567953241341,0.0,1.6073749000000002,1.6073749000000002
BackslashIterative,15152,-2.3894139886577754,0.24985395461014703,0.009131012544877932,0.0,1.6132561000000003,1.6132561000000003
BackslashIterative,15152,-0.536862003780719,0.3883435904140183,0.013639942974151407,0.0,1.602055300000001,1.602055300000001
BackslashIterative,15152,8.672967863894144,1.074935309153561,0.07838642189596047,0.0,2.964339900000001,2.964339900000001
BackslashIterative,15152,10.472589792060482,1.2069956106652517,0.09911507585709278,0.0,4.511496200000001,4.511496200000001
BackslashIterative,15152,16.400756143667294,1.6323112761781222,0.18485641810337736,0.0,2.787104599999999,2.787104599999999
BackslashCoupled,15152,-9.58790170132325,-0.27614387929456824,0.01633361761736021,38.7044291,0.1496145,38.8540436
BackslashCoupled,15152,-2.3894139886577754,0.25314551522884426,0.008976870225209894,39.6295917,0.1429421,39.7725338
BackslashCoupled,15152,8.672967863894144,1.0794388400810904,0.0703351267903739,38.7859869,0.1270665,38.913053399999995
BackslashIterative,15152,-9.58790170132325,-0.2814328988019083,0.01810567953241341,0.0,1.8194875000000001,1.8194875000000001
BackslashIterative,15152,-2.3894139886577754,0.24985395461014703,0.009131012544877932,0.0,1.6151239,1.6151239
BackslashIterative,15152,8.672967863894144,1.074935309153561,0.07838642189596047,0.0,1.6547281000000003,1.6547281000000003
BackslashCoupled,15152,-9.58790170132325,-0.27614387929456824,0.01633361761736021,39.4312543,0.1907504,39.6220047
BackslashCoupled,15152,-2.3894139886577754,0.25314551522884426,0.008976870225209894,39.3142136,0.1158182,39.4300318
BackslashCoupled,15152,8.672967863894144,1.0794388400810904,0.0703351267903739,39.5071323,0.1158418,39.6229741
BackslashIterative,15152,-9.58790170132325,-0.2814328988019083,0.01810567953241341,8.8705639,1.552181,10.422744900000001
BackslashIterative,15152,-2.3894139886577754,0.24985395461014703,0.009131012544877932,8.792749599999999,1.731273,10.524022599999999
BackslashIterative,15152,8.672967863894144,1.074935309153561,0.07838642189596047,8.7940482,1.6322482,10.4262964
