AOA,CL,CD,t_build,t_solve
BackslashCoupled
10.472589792060482,0.0009408908844731065,0.00010708077000152368,2.4e-6,191.0931854
12.325141776937613,0.0010470330768842248,0.00013340486643570899,2.7e-6,192.0037595
14.230623818525515,0.0011549725594729061,0.00016351284920162738,1.2e-6,187.6162139
15.077504725897917,0.0012024828582143249,0.00017786152601053084,8.0e-7,184.9276161
16.400756143667294,0.0012760797797846065,0.00020144795881998537,2.1e-6,80312.0424212
18.465028355387517,0.0013891692042359055,0.00024101140046862618,5.0e-7,73.7493633
BackslashCoupled
-9.58790170132325,-0.2563279852117779,0.020020491574786945,1.0605714,0.0798683
-5.988657844990541,-0.014350031605174042,0.008982937914962942,1.5749442,0.0104724
-0.536862003780719,0.3559338147359413,0.013891195624218413,1.2523808,0.0067692
3.168241965973529,0.6082416190218713,0.032389321740139115,1.2164761,0.0055692
6.926275992438619,0.8629884443098679,0.06376757521994282,1.1687663,0.0049707
10.472589792060482,1.10077620292434,0.10490973725097388,1.330375,0.0080113
14.230623818525515,1.3482533772672503,0.1603878964931044,1.1077795,0.0056905
18.465028355387517,1.6192666442408825,0.2368116553721481,1.2135454,0.0083917
