step,time,min_sigma_ratio,max_gamma_over_sigma2,max_dtZ
125,0.03858025,3.254128e-01,5.207061e+02,4.809486e-02
126,0.03888889,3.233866e-01,5.285218e+02,5.252743e-02
127,0.03919753,3.216071e-01,5.332560e+02,5.384610e-02
128,0.03950617,3.200508e-01,5.344765e+02,5.548333e-02
129,0.03981481,3.186871e-01,5.316902e+02,5.298742e-02
130,0.04012346,3.174943e-01,5.257635e+02,5.277087e-02
131,0.04043210,3.164498e-01,5.173423e+02,5.276647e-02
132,0.04074074,3.155364e-01,5.069174e+02,5.298700e-02
133,0.04104938,3.147405e-01,4.952341e+02,5.294874e-02
134,0.04135802,3.140553e-01,4.835600e+02,5.136243e-02
135,0.04166667,3.134754e-01,4.728077e+02,4.671974e-02
136,0.04197531,3.129974e-01,4.760164e+02,4.149951e-02
137,0.04228395,3.126149e-01,5.127607e+02,4.863001e-02
138,0.04259259,3.123213e-01,5.526523e+02,4.788754e-02
139,0.04290123,3.120973e-01,5.918667e+02,4.019002e-02
140,0.04320988,3.119166e-01,6.295716e+02,4.009508e-02
141,0.04351852,3.113208e-01,6.684509e+02,3.901528e-02
142,0.04382716,3.027768e-01,7.097594e+02,3.714947e-02
143,0.04413580,2.918129e-01,7.512861e+02,4.367758e-02
144,0.04444444,2.804338e-01,7.915029e+02,3.530335e-02
145,0.04475309,2.706284e-01,8.281787e+02,5.429371e-02
146,0.04506173,2.630914e-01,8.632356e+02,6.085703e-02
147,0.04537037,2.580458e-01,9.049244e+02,6.602008e-02
148,0.04567901,2.552867e-01,9.567213e+02,6.668868e-02
149,0.04598765,2.509247e-01,1.013683e+03,7.079592e-02
150,0.04629630,2.455290e-01,1.055373e+03,7.164641e-02
151,0.04660494,2.418875e-01,1.066834e+03,6.613439e-02
152,0.04691358,2.405166e-01,1.052366e+03,6.096266e-02
153,0.04722222,2.411062e-01,1.029295e+03,5.873240e-02
154,0.04753086,2.430946e-01,1.002305e+03,6.488769e-02
155,0.04783951,2.460089e-01,9.750437e+02,8.449230e-02
156,0.04814815,2.496626e-01,9.475339e+02,8.722707e-02
157,0.04845679,2.539177e-01,9.161079e+02,6.351977e-02
158,0.04876543,2.586884e-01,8.823604e+02,5.040171e-02
159,0.04907407,2.638226e-01,8.594924e+02,5.689897e-02
160,0.04938272,2.690414e-01,8.644157e+02,7.538614e-02
161,0.04969136,2.673630e-01,8.735908e+02,7.683030e-02
162,0.05000000,2.663727e-01,8.662446e+02,5.234612e-02
163,0.05030864,2.611997e-01,8.551772e+02,5.129056e-02
164,0.05061728,2.564652e-01,8.576316e+02,5.556134e-02
165,0.05092593,2.521867e-01,9.167067e+02,8.513899e-02
166,0.05123457,2.485173e-01,9.714790e+02,6.869231e-02
167,0.05154321,2.454474e-01,1.020560e+03,5.533536e-02
168,0.05185185,2.429672e-01,1.062620e+03,5.905355e-02
169,0.05216049,2.410808e-01,1.096203e+03,8.178968e-02
170,0.05246914,2.393466e-01,1.128294e+03,6.594251e-02
171,0.05277778,2.374891e-01,1.163852e+03,7.548910e-02
172,0.05308642,2.355346e-01,1.202735e+03,1.004789e-01
173,0.05339506,2.335322e-01,1.244295e+03,8.913100e-02
174,0.05370370,2.315259e-01,1.287974e+03,7.300957e-02
175,0.05401235,2.292838e-01,1.339329e+03,8.797835e-02
176,0.05432099,2.266605e-01,1.403122e+03,6.522771e-02
177,0.05462963,2.237027e-01,1.479608e+03,9.051084e-02
178,0.05493827,2.204671e-01,1.568930e+03,1.164305e-01
179,0.05524691,2.170938e-01,1.669097e+03,8.018016e-02
180,0.05555556,2.138949e-01,1.771716e+03,6.705096e-02
181,0.05586420,2.111505e-01,1.866691e+03,1.006213e-01
182,0.05617284,2.090417e-01,1.944437e+03,1.283378e-01
183,0.05648148,2.076507e-01,1.998373e+03,9.008729e-02
184,0.05679012,2.069854e-01,2.025405e+03,2.387911e-01
185,0.05709877,2.069390e-01,2.028415e+03,1.107046e-01
186,0.05740741,2.072887e-01,2.015624e+03,9.702177e-02
187,0.05771605,2.078868e-01,1.993501e+03,9.097472e-02
188,0.05802469,2.085950e-01,1.967718e+03,8.458212e-02
189,0.05833333,2.093452e-01,1.941008e+03,1.267463e-01
190,0.05864198,2.102159e-01,1.910459e+03,1.273768e-01
191,0.05895062,2.113786e-01,1.870336e+03,1.042487e-01
192,0.05925926,2.128890e-01,1.819598e+03,1.088815e-01
193,0.05956790,2.147320e-01,1.759744e+03,8.643238e-02
194,0.05987654,2.168216e-01,1.694973e+03,7.077892e-02
195,0.06018519,2.191902e-01,1.625362e+03,2.985851e-01
196,0.06049383,2.218797e-01,1.746403e+03,8.141135e-02
197,0.06080247,2.248709e-01,2.198160e+03,1.111730e-01
198,0.06111111,2.247682e-01,2.395034e+03,1.108549e-01
199,0.06141975,2.140363e-01,2.439787e+03,6.662182e-02
200,0.06172840,2.035325e-01,2.503091e+03,5.419053e-02
201,0.06203704,1.943064e-01,2.696771e+03,8.441454e-02
202,0.06234568,1.869309e-01,3.044913e+03,1.420032e-01
203,0.06265432,1.813682e-01,3.478155e+03,1.022060e-01
204,0.06296296,1.772715e-01,3.892532e+03,1.140462e-01
205,0.06327160,1.741544e-01,4.231113e+03,8.710438e-02
206,0.06358025,1.715535e-01,4.524486e+03,8.246494e-02
207,0.06388889,1.691417e-01,4.835173e+03,1.211168e-01
208,0.06419753,1.666882e-01,5.095674e+03,1.751172e-01
209,0.06450617,1.638672e-01,5.274858e+03,1.460176e-01
210,0.06481481,1.605617e-01,5.318379e+03,1.705196e-01
211,0.06512346,1.568663e-01,5.336686e+03,1.498820e-01
212,0.06543210,1.525314e-01,5.382582e+03,1.023691e-01
213,0.06574074,1.476553e-01,5.433411e+03,9.364758e-02
214,0.06604938,1.436900e-01,5.400812e+03,8.566940e-02
215,0.06635802,1.442711e-01,5.218697e+03,1.008211e-01
216,0.06666667,1.476228e-01,4.874522e+03,8.654370e-02
217,0.06697531,1.515647e-01,4.418389e+03,1.058069e-01
218,0.06728395,1.538163e-01,3.949707e+03,1.169128e-01
219,0.06759259,1.564384e-01,3.502562e+03,9.934290e-02
220,0.06790123,1.542485e-01,3.592717e+03,1.795935e-01
221,0.06820988,1.465464e-01,3.698906e+03,7.479386e-02
222,0.06851852,1.402892e-01,3.113524e+03,1.008436e-01
223,0.06882716,1.365717e-01,3.075443e+03,1.059581e-01
224,0.06913580,1.346389e-01,2.848456e+03,9.179682e-02
225,0.06944444,1.339119e-01,2.495416e+03,9.892894e-02
226,0.06975309,1.343711e-01,2.467871e+03,1.085673e-01
227,0.07006173,1.362272e-01,2.354508e+03,1.134438e-01
228,0.07037037,1.385544e-01,2.462834e+03,1.113266e-01
229,0.07067901,1.405789e-01,2.603565e+03,1.169625e-01
230,0.07098765,1.421168e-01,2.453105e+03,1.346149e-01
231,0.07129630,1.436407e-01,2.190591e+03,1.386128e-01
232,0.07160494,1.460593e-01,1.970575e+03,1.624533e-01
233,0.07191358,1.474334e-01,2.160438e+03,1.909717e-01
234,0.07222222,1.472368e-01,2.425387e+03,2.167307e-01
235,0.07253086,1.455984e-01,2.708812e+03,1.054873e-01
236,0.07283951,1.425714e-01,2.959533e+03,1.566193e-01
237,0.07314815,1.392577e-01,3.177913e+03,1.613808e-01
238,0.07345679,1.364188e-01,3.496752e+03,1.266267e-01
239,0.07376543,1.338754e-01,3.813443e+03,1.063920e-01
240,0.07407407,1.311450e-01,4.112819e+03,2.353959e-01
241,0.07438272,1.284722e-01,4.369600e+03,1.240728e-01
242,0.07469136,1.264464e-01,4.582417e+03,1.873474e-01
243,0.07500000,1.254677e-01,4.735175e+03,1.232012e-01
244,0.07530864,1.256762e-01,4.799241e+03,1.456589e-01
245,0.07561728,1.270089e-01,4.800624e+03,1.468234e-01
246,0.07592593,1.291938e-01,4.802892e+03,1.157832e-01
247,0.07623457,1.318716e-01,4.829497e+03,1.085550e-01
248,0.07654321,1.342312e-01,4.884054e+03,1.236024e-01
249,0.07685185,1.350665e-01,4.954565e+03,1.600004e-01
250,0.07716049,1.348059e-01,4.943527e+03,1.898177e-01
251,0.07746914,1.348559e-01,4.920901e+03,1.006290e-01
252,0.07777778,1.350980e-01,4.997202e+03,1.395917e-01
253,0.07808642,1.352769e-01,5.132599e+03,1.654366e-01
254,0.07839506,1.353923e-01,5.278907e+03,1.210693e-01
255,0.07870370,1.354005e-01,5.447840e+03,1.106907e-01
256,0.07901235,1.337287e-01,5.597754e+03,1.249519e-01
257,0.07932099,1.316150e-01,5.718077e+03,1.475730e-01
258,0.07962963,1.293075e-01,5.773129e+03,1.157409e-01
259,0.07993827,1.266234e-01,5.713932e+03,1.408189e-01
260,0.08024691,1.236191e-01,5.515211e+03,3.195303e-01
261,0.08055556,1.204568e-01,5.236546e+03,2.245886e-01
262,0.08086420,1.173789e-01,4.923872e+03,3.390222e-01
263,0.08117284,1.146051e-01,4.601009e+03,1.730168e-01
264,0.08148148,1.122179e-01,4.331150e+03,1.669040e-01
265,0.08179012,1.101839e-01,4.405315e+03,3.622258e-01
266,0.08209877,1.084295e-01,6.262210e+03,2.827249e-01
267,0.08240741,1.065131e-01,6.784361e+03,1.615477e-01
268,0.08271605,1.042978e-01,7.211063e+03,2.029253e-01
269,0.08302469,1.031710e-01,8.793127e+03,2.821313e-01
270,0.08333333,1.018840e-01,1.074583e+04,2.234715e-01
271,0.08364198,9.950389e-02,1.245712e+04,5.281433e-01
272,0.08395062,9.741730e-02,1.359083e+04,2.041312e-01
273,0.08425926,9.770812e-02,1.309871e+04,3.787614e-01
274,0.08456790,9.652727e-02,1.538532e+04,8.918378e-01
275,0.08487654,1.547738e-02,6.879271e+05,1.326863e+00
276,0.08518519,-1.609294e-01,5.749442e+05,6.226875e-01
277,0.08549383,-1.631131e-01,6.090222e+05,3.159395e-01
278,0.08580247,-1.680235e-01,1.226938e+06,6.054705e-01
279,0.08611111,-1.766934e-01,1.464996e+06,2.297265e+00
280,0.08641975,-4.062996e+00,1.934121e+06,3.276477e+00
281,0.08672840,-4.098476e+00,2.757126e+06,1.153964e+00
282,0.08703704,-4.018975e+00,4.772222e+06,3.443735e+00
283,0.08734568,-3.812351e+00,8.049366e+06,2.735406e+00
284,0.08765432,-3.684270e+00,1.669071e+07,3.125794e+00
285,0.08796296,-3.682529e+00,2.458541e+07,2.086768e+00
286,0.08827160,-3.438108e+00,2.862139e+07,2.732312e+00
287,0.08858025,-3.307063e+00,2.276805e+07,4.009807e+01
288,0.08888889,-8.613642e+00,3.457743e+08,8.864766e+01
289,0.08919753,-1.648390e+01,3.785333e+08,1.121015e+02
290,0.08950617,-1.778931e+01,1.059118e+12,7.101512e+02
